,var1(t-7),var2(t-7),var3(t-7),var4(t-7),var5(t-7),var1(t-6),var2(t-6),var3(t-6),var4(t-6),var5(t-6),var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var1(t),var2(t),var3(t),var4(t),var5(t)
128,1.0,4024.88,0.138046511627907,0.0463100775193798,663.0,0.0,3994.57,0.1165153374233129,0.0513374233128834,739.0,1.0,3998.35,0.1323176470588235,0.0480529411764705,823.0,1.0,4008.38,0.1214606741573033,0.0455561797752809,851.0,0.0,3627.47,0.1327112068965517,0.0408793103448275,946.0,0.0,3618.34,0.1176839378238342,0.0542487046632124,831.0,1.0,3627.67,0.1245766871165644,0.0349263803680981,736.0,0,3506.76,0.099267716535433,0.0464960629921259,720.0
61,1.0,6306.76,0.1390129032258064,0.027174193548387,880.0,1.0,6339.45,0.1280842105263157,0.0385578947368421,916.0,1.0,6346.21,0.1241162790697674,0.0456220930232558,935.0,0.0,6327.45,0.1013983050847457,0.0585508474576271,672.0,1.0,6409.49,0.1079622641509433,0.0544339622641509,759.0,0.0,6400.32,0.1129225352112675,0.0373802816901408,919.0,1.0,6441.92,0.1193705882352941,0.0373941176470588,912.0,1,6500.01,0.1177277227722772,0.0420148514851485,986.0
129,0.0,3994.57,0.1165153374233129,0.0513374233128834,739.0,1.0,3998.35,0.1323176470588235,0.0480529411764705,823.0,1.0,4008.38,0.1214606741573033,0.0455561797752809,851.0,0.0,3627.47,0.1327112068965517,0.0408793103448275,946.0,0.0,3618.34,0.1176839378238342,0.0542487046632124,831.0,1.0,3627.67,0.1245766871165644,0.0349263803680981,736.0,0.0,3506.76,0.099267716535433,0.0464960629921259,720.0,1,3659.78,0.1238676470588235,0.0446617647058823,731.0
281,0.0,7885.06,0.172436887921654,0.0745735944867609,62125.0,0.0,7638.0,0.1810941507519143,0.0674091705876926,111201.0,1.0,7951.6,0.1844844276094276,0.0667835765057987,51247.0,0.0,7912.87,0.18006125023896,0.0637708659912062,59055.0,1.0,8158.38,0.1799749520613614,0.0615176973473953,84389.0,1.0,8327.58,0.1790784357708987,0.0612565799312098,60489.0,1.0,8627.93,0.1810065242515751,0.0595439361741788,62400.0,1,8826.05,0.1731667484576556,0.0706110487941671,71567.0
244,1.0,5400.16,0.1629059829059829,0.0461196581196581,1162.0,1.0,5693.79,0.1726441558441558,0.042451948051948,1210.0,1.0,5776.6,0.1710065789473684,0.043188596491228,1364.0,0.0,5745.56,0.1689794344473008,0.0447095115681233,1166.0,0.0,5690.14,0.1830796019900497,0.0435696517412935,1200.0,1.0,5879.31,0.1721639004149377,0.0443257261410788,1367.0,1.0,5903.29,0.1732899082568807,0.0471926605504587,1448.0,1,6114.95,0.1680868983957219,0.0680213903743315,1732.0
216,0.0,4925.0,0.1609,0.0545911764705882,1177.0,1.0,5002.24,0.1484092664092664,0.0426293436293436,976.0,0.0,5001.93,0.1660659025787965,0.0329770773638968,1091.0,1.0,5151.86,0.1588904109589041,0.0395479452054794,924.0,1.0,5282.62,0.1735533980582524,0.0397038834951456,935.0,0.0,5217.96,0.18003738317757,0.0369345794392523,1129.0,1.0,5295.31,0.1559584775086505,0.0419965397923875,1051.0,0,5025.0,0.1571701492537313,0.0356358208955223,1073.0
155,0.0,3436.21,0.1090785714285714,0.0506428571428571,795.0,0.0,3405.71,0.1111419354838709,0.0475483870967742,799.0,1.0,3409.76,0.1034930555555555,0.0572916666666666,803.0,1.0,3420.71,0.1213987730061349,0.0505644171779141,892.0,0.0,3368.07,0.1322114285714285,0.0379428571428571,878.0,0.0,3364.43,0.1205885416666666,0.0438125,904.0,1.0,3591.51,0.1235515463917525,0.0479587628865979,926.0,1,3620.01,0.1475443037974683,0.0387151898734177,926.0
324,0.0,10566.81,0.1849193865076131,0.067359834031045,66201.0,0.0,10272.01,0.185489386427022,0.0614984505732878,61595.0,0.0,10126.66,0.1842797122396688,0.0673711648380527,74541.0,0.0,9780.0,0.1769269034861414,0.06951842296752,71371.0,1.0,9894.0,0.1766537072079821,0.0737196972303457,68990.0,0.0,9843.45,0.1828914768104149,0.0640685177651207,69729.0,0.0,9510.0,0.2279044770919226,0.063045622592571,174333.0,0,9438.0,0.1999653074433657,0.0668012621359223,78224.0
156,0.0,3405.71,0.1111419354838709,0.0475483870967742,799.0,1.0,3409.76,0.1034930555555555,0.0572916666666666,803.0,1.0,3420.71,0.1213987730061349,0.0505644171779141,892.0,0.0,3368.07,0.1322114285714285,0.0379428571428571,878.0,0.0,3364.43,0.1205885416666666,0.0438125,904.0,1.0,3591.51,0.1235515463917525,0.0479587628865979,926.0,1.0,3620.01,0.1475443037974683,0.0387151898734177,926.0,1,3624.12,0.1129679487179487,0.059826923076923,786.0
328,1.0,9894.0,0.1766537072079821,0.0737196972303457,68990.0,0.0,9843.45,0.1828914768104149,0.0640685177651207,69729.0,0.0,9510.0,0.2279044770919226,0.063045622592571,174333.0,0.0,9438.0,0.1999653074433657,0.0668012621359223,78224.0,1.0,9505.0,0.1857481038392368,0.0652936507936507,56764.0,1.0,9591.09,0.1844551568752732,0.0654858257389783,68516.0,1.0,10049.98,0.1828999248839114,0.0625920854957661,68645.0,1,10418.55,0.1794996576046018,0.0698624255290008,70581.0
185,0.0,3693.2,0.1408937198067632,0.040391304347826,767.0,1.0,3832.19,0.1461625615763546,0.0494630541871921,830.0,1.0,3849.44,0.1527209302325581,0.0366465116279069,852.0,1.0,3863.82,0.1462449799196787,0.0374979919678714,919.0,0.0,3825.69,0.1537272727272727,0.0360526315789473,874.0,1.0,3897.75,0.1866759847522236,0.0526365946632782,2111.0,1.0,3900.46,0.1461787709497206,0.045268156424581,819.0,0,3852.06,0.1486024844720496,0.0305341614906832,762.0
355,0.0,10046.47,0.1786280190004683,0.0763971030976115,68567.0,1.0,10137.21,0.1789438598850304,0.0765987494537264,70090.0,1.0,10418.85,0.1775044896527534,0.0809395650648895,66526.0,0.0,10081.84,0.1791268731640203,0.0797297066151043,62478.0,0.0,9998.0,0.1826223192836863,0.0732916794059838,54072.0,1.0,10254.95,0.1881670598709103,0.0640105942577342,54485.0,0.0,10135.34,0.1808466551152629,0.0689941615187584,65367.0,0,9705.7,0.172915567183704,0.0775897589235656,64571.0
188,1.0,3863.82,0.1462449799196787,0.0374979919678714,919.0,0.0,3825.69,0.1537272727272727,0.0360526315789473,874.0,1.0,3897.75,0.1866759847522236,0.0526365946632782,2111.0,1.0,3900.46,0.1461787709497206,0.045268156424581,819.0,0.0,3852.06,0.1486024844720496,0.0305341614906832,762.0,1.0,3866.2,0.1329551569506726,0.0502331838565022,887.0,0.0,3849.93,0.1506285714285714,0.0452530612244897,874.0,1,3852.77,0.1416284153005464,0.0392295081967213,867.0
316,0.0,11032.97,0.1746551686812195,0.086726375608876,110973.0,0.0,10637.4,0.1784753377828422,0.0745861956698681,70130.0,1.0,10737.18,0.172560523145758,0.0749774221304422,66456.0,0.0,9635.96,0.1682867449094283,0.0819571320281255,81730.0,1.0,9825.85,0.1721859138563921,0.0766024770908706,84318.0,1.0,10610.75,0.1729252216643521,0.0791850763807285,83294.0,0.0,10565.04,0.1724509792709078,0.0769259185132237,80197.0,1,10960.98,0.1792684735444595,0.0707662716145327,76434.0
35,1.0,6558.37,0.1093724137931034,0.0403793103448275,833.0,0.0,6550.12,0.1318590604026845,0.0418322147651006,790.0,0.0,6532.0,0.1305729166666666,0.0316041666666666,601.0,1.0,6613.67,0.1209649122807017,0.0345526315789473,723.0,0.0,6581.04,0.1193150684931506,0.0443904109589041,687.0,0.0,6510.01,0.1238014705882352,0.0437205882352941,704.0,0.0,6196.71,0.1335479452054794,0.0508082191780821,781.0,1,6207.29,0.1182832369942196,0.0465375722543352,793.0
296,1.0,10888.39,0.1805353383458646,0.0683236047866144,139059.0,1.0,10930.01,0.182319606060606,0.0614309696969697,72620.0,1.0,11555.0,0.1845179382128225,0.0608439541579005,119732.0,1.0,12461.63,0.1764058451191771,0.0644763376520621,91885.0,0.0,10715.14,0.1732428943937418,0.0753295632333767,141641.0,1.0,12278.42,0.1708491599469669,0.0729275359168858,103478.0,0.0,11946.02,0.1751391282867651,0.0658463248613932,82091.0,0,11262.6,0.1774305148668215,0.0630238071185641,67431.0
415,1.0,8212.4,0.1801827220398648,0.0703143047428761,51224.0,1.0,8214.63,0.1837664276885043,0.0641759208899876,50095.0,0.0,8095.0,0.1788686321265987,0.0710729243442445,57710.0,0.0,7433.14,0.1817608085573677,0.0671878228332045,58838.0,1.0,7442.89,0.1697209138615128,0.0816225841546141,71949.0,1.0,8600.29,0.1818535169386527,0.0746736167651952,71917.0,1.0,9250.0,0.1786462553148749,0.0752645552244802,74341.0,1,9578.25,0.1806059904541427,0.072646974763497,86189.0
292,1.0,9240.0,0.1785848753721323,0.065574047049209,78025.0,1.0,9517.76,0.1842470233214157,0.0620140715714895,67985.0,1.0,9920.0,0.1802432795269298,0.061412018539236,123865.0,1.0,10564.7,0.1800568375233684,0.0641772370880884,130864.0,1.0,10888.39,0.1805353383458646,0.0683236047866144,139059.0,1.0,10930.01,0.182319606060606,0.0614309696969697,72620.0,1.0,11555.0,0.1845179382128225,0.0608439541579005,119732.0,1,12461.63,0.1764058451191771,0.0644763376520621,91885.0
344,0.0,11289.0,0.1792270977412871,0.0768651585868565,67931.0,1.0,11505.03,0.2006543299908842,0.0677825341841385,62379.0,0.0,11389.52,0.2049437632826549,0.0602133398724865,57104.0,0.0,10865.03,0.1937603481359649,0.0683425164473684,69309.0,0.0,10184.68,0.1856550469130855,0.0730091154963437,69115.0,1.0,10331.03,0.1770173274772877,0.0800824860116719,73661.0,1.0,10442.31,0.1710587963817611,0.0801609439419112,73059.0,0,10136.3,0.1790213740458015,0.0752906089117699,66375.0
378,0.0,10304.84,0.181978357901054,0.072976670042384,64856.0,1.0,10397.42,0.1855377779762436,0.068052915959632,56446.0,0.0,10299.99,0.1884557642149191,0.0621354199269692,49228.0,0.0,10296.11,0.1860521657691407,0.0592078670100679,53331.0,0.0,10212.54,0.1867221939146891,0.0670291163196971,66893.0,0.0,10192.25,0.1832048283382845,0.0670562930094385,116973.0,1.0,10270.0,0.1881007264411112,0.0607356225196744,71351.0,0,10130.0,0.1836739889992043,0.0686871691977721,70623.0
261,1.0,8091.55,0.1797771876090412,0.0653985189780173,63306.0,0.0,8050.0,0.1823296858107001,0.0627525472594437,72506.0,0.0,7994.67,0.1705504150438648,0.0729935481332861,56568.0,0.0,7676.62,0.1681934548903878,0.0744930965430017,82345.0,1.0,7922.23,0.1733992856549547,0.0689009053908132,79736.0,1.0,8056.36,0.1746124379937534,0.0647028905628023,73387.0,0.0,8051.55,0.1842668405168624,0.0639176067274165,79134.0,1,8657.53,0.1780342835986671,0.0706712328767123,63782.0
31,1.0,6572.79,0.1031081081081081,0.0336148648648648,838.0,0.0,6518.14,0.1829236507240017,0.0654539271610355,9881.0,0.0,6439.04,0.1213259668508287,0.0452430939226519,842.0,1.0,6550.68,0.1040984455958549,0.0397305699481865,870.0,1.0,6558.37,0.1093724137931034,0.0403793103448275,833.0,0.0,6550.12,0.1318590604026845,0.0418322147651006,790.0,0.0,6532.0,0.1305729166666666,0.0316041666666666,601.0,1,6613.67,0.1209649122807017,0.0345526315789473,723.0
127,0.0,3813.75,0.1207625,0.0426875,737.0,1.0,4024.88,0.138046511627907,0.0463100775193798,663.0,0.0,3994.57,0.1165153374233129,0.0513374233128834,739.0,1.0,3998.35,0.1323176470588235,0.0480529411764705,823.0,1.0,4008.38,0.1214606741573033,0.0455561797752809,851.0,0.0,3627.47,0.1327112068965517,0.0408793103448275,946.0,0.0,3618.34,0.1176839378238342,0.0542487046632124,831.0,1,3627.67,0.1245766871165644,0.0349263803680981,736.0
289,1.0,9028.89,0.17575048292302,0.0654626197032592,56042.0,1.0,9295.55,0.1841375904731344,0.0627467821870431,69286.0,0.0,9015.0,0.1830951294255721,0.060788778770294,194942.0,1.0,9240.0,0.1785848753721323,0.065574047049209,78025.0,1.0,9517.76,0.1842470233214157,0.0620140715714895,67985.0,1.0,9920.0,0.1802432795269298,0.061412018539236,123865.0,1.0,10564.7,0.1800568375233684,0.0641772370880884,130864.0,1,10888.39,0.1805353383458646,0.0683236047866144,139059.0
267,0.0,8051.55,0.1842668405168624,0.0639176067274165,79134.0,1.0,8657.53,0.1780342835986671,0.0706712328767123,63782.0,1.0,8823.55,0.1831129537366548,0.0660006049822064,71681.0,0.0,8699.99,0.1787161820480404,0.0628013906447534,77903.0,0.0,8655.56,0.1818351081282624,0.0581471140939597,80718.0,0.0,8202.78,0.1820674758914554,0.0637460473200269,81249.0,1.0,8524.55,0.1826976138828633,0.0658813831823401,89755.0,1,8587.23,0.171560212550003,0.0724616693533942,76245.0
179,0.0,3796.36,0.1512012195121951,0.0288536585365853,823.0,0.0,3770.54,0.1412510822510822,0.0464848484848484,826.0,1.0,3796.02,0.1515479452054794,0.0353150684931506,864.0,1.0,3815.0,0.138037037037037,0.0383068783068783,810.0,1.0,3815.25,0.1548571428571428,0.03904,729.0,0.0,3777.8,0.1513835616438356,0.0353356164383561,725.0,0.0,3693.2,0.1408937198067632,0.040391304347826,767.0,1,3832.19,0.1461625615763546,0.0494630541871921,830.0
12,0.0,6299.99,0.118376404494382,0.0337752808988764,902.0,1.0,6462.18,0.1157989690721649,0.0428659793814433,989.0,1.0,6512.28,0.134394495412844,0.0355963302752293,997.0,0.0,6502.55,0.1121986754966887,0.0345562913907284,797.0,0.0,6498.86,0.1203499999999999,0.0447428571428571,720.0,0.0,6250.43,0.1285986394557823,0.0418231292517006,796.0,1.0,6323.99,0.124906432748538,0.0456900584795321,950.0,1,6400.03,0.1156625766871165,0.0393435582822085,912.0
174,0.0,3887.42,0.1625420560747663,0.0353271028037383,901.0,1.0,3943.99,0.1665426356589147,0.0407209302325581,1002.0,1.0,4116.18,0.1502930232558139,0.0409906976744186,866.0,0.0,3757.26,0.1453473282442748,0.046324427480916,984.0,1.0,3820.87,0.1406813725490196,0.0484705882352941,877.0,0.0,3796.36,0.1512012195121951,0.0288536585365853,823.0,0.0,3770.54,0.1412510822510822,0.0464848484848484,826.0,1,3796.02,0.1515479452054794,0.0353150684931506,864.0
149,0.0,3541.0,0.1859704058857568,0.0748609572621311,28039.0,0.0,3434.59,0.1825442786927653,0.0721826334396826,27893.0,0.0,3395.81,0.1123101265822784,0.0587658227848101,861.0,1.0,3440.36,0.1300949367088607,0.0483417721518987,827.0,0.0,3420.52,0.1094999999999999,0.0454147727272727,940.0,1.0,3442.75,0.1216776315789473,0.0437565789473684,833.0,0.0,3436.21,0.1090785714285714,0.0506428571428571,795.0,0,3405.71,0.1111419354838709,0.0475483870967742,799.0
299,1.0,12461.63,0.1764058451191771,0.0644763376520621,91885.0,0.0,10715.14,0.1732428943937418,0.0753295632333767,141641.0,1.0,12278.42,0.1708491599469669,0.0729275359168858,103478.0,0.0,11946.02,0.1751391282867651,0.0658463248613932,82091.0,0.0,11262.6,0.1774305148668215,0.0630238071185641,67431.0,0.0,10560.24,0.1802828191929736,0.0645026096972751,64162.0,1.0,10675.94,0.1797571568423862,0.0601007149425969,79193.0,1,11407.72,0.1779589467251819,0.0671780456641297,84177.0
340,0.0,11356.76,0.1815404630081184,0.0722752804153877,81814.0,1.0,11941.0,0.1789690959824776,0.0735878064148339,76406.0,0.0,11720.03,0.1872999481208208,0.0723882003689186,76287.0,1.0,11915.36,0.1781125548726953,0.0720289727831431,65996.0,0.0,11289.0,0.1792270977412871,0.0768651585868565,67931.0,1.0,11505.03,0.2006543299908842,0.0677825341841385,62379.0,0.0,11389.52,0.2049437632826549,0.0602133398724865,57104.0,0,10865.03,0.1937603481359649,0.0683425164473684,69309.0
232,0.0,5267.49,0.1682385620915032,0.0382745098039215,987.0,1.0,5275.04,0.1750355987055016,0.0427799352750809,1086.0,1.0,5389.09,0.2153825857519788,0.0417625329815303,1245.0,1.0,5567.39,0.154251552795031,0.0449813664596273,1029.0,0.0,5437.8,0.1668301886792453,0.0440377358490566,1121.0,0.0,5399.47,0.1667915492957746,0.0352788732394366,1094.0,0.0,5122.19,0.1606952908587257,0.0447229916897507,1105.0,1,5201.61,0.1665470588235293,0.0426029411764705,1071.0
255,1.0,8098.31,0.1807994923857868,0.0643804939952952,79068.0,0.0,7790.2,0.1795034372085962,0.0636088521675015,110729.0,1.0,8150.66,0.1800851665966525,0.0601607375798713,106224.0,0.0,7926.96,0.1795332862397389,0.0624717560227023,91053.0,0.0,7255.41,0.1843493641556202,0.0669718180838452,84781.0,1.0,7326.99,0.1711926460385736,0.0793121687248508,82603.0,1.0,8091.55,0.1797771876090412,0.0653985189780173,63306.0,0,8050.0,0.1823296858107001,0.0627525472594437,72506.0
390,0.0,8580.0,0.1759632150137905,0.0810076747811488,81359.0,0.0,8075.42,0.1720075243845796,0.0794516178975073,76116.0,1.0,8242.95,0.1737799704658343,0.0780195328231977,70832.0,0.0,8132.02,0.1733854097268487,0.0766170701014138,63877.0,0.0,8050.0,0.1906996964904031,0.0638331124695421,53762.0,1.0,8253.08,0.1847435083951581,0.0680789242483404,50258.0,1.0,8318.26,0.1727506416584402,0.0724539782823297,60580.0,0,8266.11,0.1777423507969131,0.0710979563345872,61667.0
297,1.0,10930.01,0.182319606060606,0.0614309696969697,72620.0,1.0,11555.0,0.1845179382128225,0.0608439541579005,119732.0,1.0,12461.63,0.1764058451191771,0.0644763376520621,91885.0,0.0,10715.14,0.1732428943937418,0.0753295632333767,141641.0,1.0,12278.42,0.1708491599469669,0.0729275359168858,103478.0,0.0,11946.02,0.1751391282867651,0.0658463248613932,82091.0,0.0,11262.6,0.1774305148668215,0.0630238071185641,67431.0,0,10560.24,0.1802828191929736,0.0645026096972751,64162.0
373,0.0,10420.7,0.1812497910669514,0.0723317392515553,55736.0,0.0,10289.11,0.1822632398753894,0.0670902010761823,53451.0,0.0,10089.31,0.1825980073118797,0.0635747057169258,62736.0,1.0,10166.04,0.1890982362373062,0.0637526456440406,67539.0,1.0,10409.0,0.1872477852451504,0.0701356346418206,64682.0,0.0,10304.84,0.181978357901054,0.072976670042384,64856.0,1.0,10397.42,0.1855377779762436,0.068052915959632,56446.0,0,10299.99,0.1884557642149191,0.0621354199269692,49228.0
421,1.0,9250.0,0.1786462553148749,0.0752645552244802,74341.0,1.0,9578.25,0.1806059904541427,0.072646974763497,86189.0,0.0,9459.03,0.189685191652842,0.0605860036671614,55974.0,1.0,9463.13,0.1802870095070293,0.0631355210512792,65056.0,0.0,9231.39,0.1832523605811847,0.0610967356534474,62152.0,0.0,9127.5,0.1794943641169154,0.0670024486940298,59961.0,1.0,9204.47,0.188142142829879,0.0633509675941829,62621.0,1,9302.99,0.1820893074612324,0.0683267029309085,58231.0
423,0.0,9459.03,0.189685191652842,0.0605860036671614,55974.0,1.0,9463.13,0.1802870095070293,0.0631355210512792,65056.0,0.0,9231.39,0.1832523605811847,0.0610967356534474,62152.0,0.0,9127.5,0.1794943641169154,0.0670024486940298,59961.0,1.0,9204.47,0.188142142829879,0.0633509675941829,62621.0,1.0,9302.99,0.1820893074612324,0.0683267029309085,58231.0,0.0,9214.7,0.1875913329954384,0.0655512924480486,48901.0,1,9386.93,0.1769085891871618,0.0707478969083212,47310.0
353,1.0,10713.32,0.1872959553209128,0.0739435402940791,55337.0,1.0,10784.86,0.1811545131901503,0.0691377556620687,64375.0,0.0,10046.47,0.1786280190004683,0.0763971030976115,68567.0,1.0,10137.21,0.1789438598850304,0.0765987494537264,70090.0,1.0,10418.85,0.1775044896527534,0.0809395650648895,66526.0,0.0,10081.84,0.1791268731640203,0.0797297066151043,62478.0,0.0,9998.0,0.1826223192836863,0.0732916794059838,54072.0,1,10254.95,0.1881670598709103,0.0640105942577342,54485.0
298,1.0,11555.0,0.1845179382128225,0.0608439541579005,119732.0,1.0,12461.63,0.1764058451191771,0.0644763376520621,91885.0,0.0,10715.14,0.1732428943937418,0.0753295632333767,141641.0,1.0,12278.42,0.1708491599469669,0.0729275359168858,103478.0,0.0,11946.02,0.1751391282867651,0.0658463248613932,82091.0,0.0,11262.6,0.1774305148668215,0.0630238071185641,67431.0,0.0,10560.24,0.1802828191929736,0.0645026096972751,64162.0,1,10675.94,0.1797571568423862,0.0601007149425969,79193.0
426,0.0,9127.5,0.1794943641169154,0.0670024486940298,59961.0,1.0,9204.47,0.188142142829879,0.0633509675941829,62621.0,1.0,9302.99,0.1820893074612324,0.0683267029309085,58231.0,0.0,9214.7,0.1875913329954384,0.0655512924480486,48901.0,1.0,9386.93,0.1769085891871618,0.0707478969083212,47310.0,0.0,9325.93,0.175568914486841,0.0688140148788097,61593.0,1.0,9342.58,0.182192915233031,0.0625425398811385,59810.0,0,9220.13,0.1849967127163782,0.0642367676431424,59222.0
412,1.0,8061.17,0.1790267663920422,0.0709550476479744,63805.0,0.0,7953.45,0.1743556326084498,0.0748492066483247,62450.0,1.0,7959.0,0.1756081107814046,0.0787095548961424,58988.0,1.0,8212.4,0.1801827220398648,0.0703143047428761,51224.0,1.0,8214.63,0.1837664276885043,0.0641759208899876,50095.0,0.0,8095.0,0.1788686321265987,0.0710729243442445,57710.0,0.0,7433.14,0.1817608085573677,0.0671878228332045,58838.0,1,7442.89,0.1697209138615128,0.0816225841546141,71949.0
38,1.0,6613.67,0.1209649122807017,0.0345526315789473,723.0,0.0,6581.04,0.1193150684931506,0.0443904109589041,687.0,0.0,6510.01,0.1238014705882352,0.0437205882352941,704.0,0.0,6196.71,0.1335479452054794,0.0508082191780821,781.0,1.0,6207.29,0.1182832369942196,0.0465375722543352,793.0,0.0,6188.66,0.1377377049180327,0.0340737704918032,660.0,1.0,6207.94,0.1169059829059829,0.0549829059829059,697.0,1,6393.54,0.1339112903225806,0.0336854838709677,805.0
78,1.0,5491.27,0.1150469798657718,0.056476510067114,846.0,1.0,5540.8,0.1113119266055046,0.0528073394495412,789.0,0.0,4801.39,0.1147762237762237,0.0423776223776223,947.0,0.0,4237.2,0.1114874371859296,0.0478743718592964,1133.0,1.0,4465.06,0.1109306122448979,0.0499591836734693,1092.0,0.0,4410.6,0.1200990566037735,0.0592358490566037,1008.0,0.0,4320.0,0.1190315789473684,0.0503421052631579,995.0,0,3700.06,0.1162138728323699,0.0440693641618497,903.0
347,0.0,10865.03,0.1937603481359649,0.0683425164473684,69309.0,0.0,10184.68,0.1856550469130855,0.0730091154963437,69115.0,1.0,10331.03,0.1770173274772877,0.0800824860116719,73661.0,1.0,10442.31,0.1710587963817611,0.0801609439419112,73059.0,0.0,10136.3,0.1790213740458015,0.0752906089117699,66375.0,1.0,10416.37,0.2109009054132151,0.0639794259294933,61550.0,1.0,10713.32,0.1872959553209128,0.0739435402940791,55337.0,1,10784.86,0.1811545131901503,0.0691377556620687,64375.0
32,0.0,6518.14,0.1829236507240017,0.0654539271610355,9881.0,0.0,6439.04,0.1213259668508287,0.0452430939226519,842.0,1.0,6550.68,0.1040984455958549,0.0397305699481865,870.0,1.0,6558.37,0.1093724137931034,0.0403793103448275,833.0,0.0,6550.12,0.1318590604026845,0.0418322147651006,790.0,0.0,6532.0,0.1305729166666666,0.0316041666666666,601.0,1.0,6613.67,0.1209649122807017,0.0345526315789473,723.0,0,6581.04,0.1193150684931506,0.0443904109589041,687.0
226,1.0,5106.51,0.1608588235294117,0.0528862745098039,945.0,0.0,5019.47,0.144152610441767,0.0456224899598393,969.0,1.0,5207.3,0.1547009966777408,0.0357641196013289,1167.0,1.0,5231.95,0.1520234113712374,0.0435250836120401,1061.0,1.0,5297.91,0.1648355263157894,0.0387631578947368,1006.0,0.0,5271.86,0.1575635738831615,0.0369621993127147,1008.0,0.0,5267.49,0.1682385620915032,0.0382745098039215,987.0,1,5275.04,0.1750355987055016,0.0427799352750809,1086.0
363,0.0,9503.28,0.1755796818881477,0.0754848982384128,69934.0,1.0,9586.5,0.1744515881428414,0.078676303958478,65909.0,1.0,9650.68,0.1804327354260089,0.0713215585074879,57357.0,1.0,9709.65,0.1799857501200832,0.0678773549661098,48196.0,1.0,10388.59,0.1764437716662815,0.0715074647561821,56354.0,1.0,10700.45,0.1746771355342183,0.0753758463716001,68266.0,0.0,10672.0,0.1745397521317361,0.0709188732005385,118922.0,0,10555.04,0.1787235231908143,0.0684186055295362,66202.0
50,1.0,6403.0,0.128155737704918,0.0250327868852459,689.0,1.0,6434.33,0.1195714285714285,0.0597362637362637,561.0,0.0,6402.47,0.1326946564885496,0.0316870229007633,726.0,0.0,6395.93,0.1258452380952381,0.0281488095238095,833.0,1.0,6426.9,0.1407484276729559,0.0323836477987421,894.0,0.0,6393.87,0.1180604026845637,0.0388859060402684,821.0,0.0,6393.49,0.1070333333333333,0.0411933333333333,852.0,1,6410.0,0.1030927835051546,0.0325979381443298,693.0
166,0.0,3573.5,0.189068,0.0280799999999999,939.0,0.0,3562.71,0.1758063241106719,0.0305138339920948,926.0,1.0,3564.68,0.1719274809160305,0.0368587786259542,956.0,1.0,3589.7,0.1599162561576354,0.0280295566502463,842.0,1.0,3601.5,0.1505,0.0403882352941176,807.0,1.0,3859.81,0.1467562189054726,0.0355323383084577,917.0,1.0,3909.45,0.1745088339222614,0.0269681978798586,1018.0,1,3924.81,0.1652164502164502,0.0355454545454545,920.0
372,1.0,10542.7,0.1794911797474622,0.0806185318148056,77657.0,0.0,10420.7,0.1812497910669514,0.0723317392515553,55736.0,0.0,10289.11,0.1822632398753894,0.0670902010761823,53451.0,0.0,10089.31,0.1825980073118797,0.0635747057169258,62736.0,1.0,10166.04,0.1890982362373062,0.0637526456440406,67539.0,1.0,10409.0,0.1872477852451504,0.0701356346418206,64682.0,0.0,10304.84,0.181978357901054,0.072976670042384,64856.0,1,10397.42,0.1855377779762436,0.068052915959632,56446.0
387,1.0,10057.84,0.1907630978317253,0.0621656292146488,51783.0,0.0,9741.16,0.1840980220634689,0.0650743062642756,51779.0,0.0,8650.0,0.1846039422501496,0.0633511370436864,66469.0,0.0,8580.0,0.1759632150137905,0.0810076747811488,81359.0,0.0,8075.42,0.1720075243845796,0.0794516178975073,76116.0,1.0,8242.95,0.1737799704658343,0.0780195328231977,70832.0,0.0,8132.02,0.1733854097268487,0.0766170701014138,63877.0,0,8050.0,0.1906996964904031,0.0638331124695421,53762.0
178,1.0,3820.87,0.1406813725490196,0.0484705882352941,877.0,0.0,3796.36,0.1512012195121951,0.0288536585365853,823.0,0.0,3770.54,0.1412510822510822,0.0464848484848484,826.0,1.0,3796.02,0.1515479452054794,0.0353150684931506,864.0,1.0,3815.0,0.138037037037037,0.0383068783068783,810.0,1.0,3815.25,0.1548571428571428,0.03904,729.0,0.0,3777.8,0.1513835616438356,0.0353356164383561,725.0,0,3693.2,0.1408937198067632,0.040391304347826,767.0
207,1.0,3912.18,0.1371243781094527,0.0434776119402985,831.0,1.0,4012.35,0.1577126436781609,0.0425938697318007,966.0,0.0,4010.35,0.1545286343612334,0.0491057268722466,955.0,1.0,4079.26,0.1769956458635704,0.0640602322206095,3464.0,1.0,4084.68,0.1431954545454545,0.0445681818181818,898.0,1.0,4091.35,0.1605092024539877,0.0522944785276073,717.0,1.0,4132.04,0.1524427083333333,0.03046875,895.0,1,4788.76,0.1740506329113924,0.0358987341772151,1003.0
